date,ptsi_z_monthly,polarity_mean,n_docs,spx_close_monthly,spx_close_monthly,spx_ret_monthly,ptsi_z,spx_ret,d_ptsi_z,spx_ret_lead1,rv_monthly,rv
2015-01-31,-0.35323401238870383,0.8825052631578948,19,1995.0,,,-0.35323401238870383,,,0.053433858886661474,,
2015-02-28,-0.05460349433987292,0.8478222222222223,18,2104.5,0.053433858886661474,0.053433858886661474,-0.05460349433987292,0.053433858886661474,0.2986305180488309,-0.017544309650909508,0.10923129109412075,0.10923129109412075
2015-03-31,-0.09507773441656733,0.81195,22,2067.9,-0.017544309650909508,-0.017544309650909508,-0.09507773441656733,-0.017544309650909508,-0.040474240076694416,0.008475035077283992,0.14441010958883174,0.14441010958883174
2015-04-30,0.041824893667359565,0.8543714285714286,21,2085.5,0.008475035077283992,0.008475035077283992,0.041824893667359565,0.008475035077283992,0.1369026280839269,0.010446325528427296,0.08492147287281825,0.08492147287281825
2015-05-31,-0.2089932184244471,0.730065,20,2107.4,0.010446325528427296,0.010446325528427296,-0.2089932184244471,0.010446325528427296,-0.25081811209180666,-0.021245254171527193,0.1115670492185459,0.1115670492185459
2015-06-30,0.3514516825161432,0.9796190476190476,21,2063.1,-0.021245254171527193,-0.021245254171527193,0.3514516825161432,-0.021245254171527193,0.5604449009405903,0.019535527311273695,0.11397521599085811,0.11397521599085811
2015-07-31,-0.06173255009729495,0.7964681818181819,22,2103.8,0.019535527311273695,0.019535527311273695,-0.06173255009729495,0.019535527311273695,-0.4131842326134382,-0.06459556240694506,0.11791652457150244,0.11791652457150244
2015-08-31,0.22701223134285725,0.9604714285714285,21,1972.2,-0.06459556240694506,-0.06459556240694506,0.22701223134285725,-0.06459556240694506,0.2887447814401522,-0.026824484876401555,0.2676660833062774,0.2676660833062774
2015-09-30,-0.28111205670889977,0.7397666666666667,21,1920.0,-0.026824484876401555,-0.026824484876401555,-0.28111205670889977,-0.026824484876401555,-0.508124288051757,0.0797542045220426,0.22584531540039643,0.22584531540039643
2015-10-31,-0.5915772136823246,0.4545684210526316,19,2079.4,0.0797542045220426,0.0797542045220426,-0.5915772136823246,0.0797542045220426,-0.31046515697342486,0.00048079235504763134,0.12837959373581737,0.12837959373581737
2015-11-30,-0.0067329772058087765,0.6716263157894736,19,2080.4,0.00048079235504763134,0.00048079235504763134,-0.0067329772058087765,0.00048079235504763134,0.5848442364765158,-0.017700435451185194,0.1198073144804116,0.1198073144804116
2015-12-31,0.2728029476991732,0.808440909090909,22,2043.9,-0.017700435451185194,-0.017700435451185194,0.2728029476991732,-0.017700435451185194,0.27953592490498197,-0.052068686920548994,0.18429110759307668,0.18429110759307668
2016-01-31,0.21584094056254835,0.6771111111111111,18,1940.2,-0.052068686920548994,-0.052068686920548994,0.21584094056254835,-0.052068686920548994,-0.05696200713662483,-0.004131810443774005,0.23099766600312235,0.23099766600312235
2016-02-29,-0.03307650220600496,0.64025,20,1932.2,-0.004131810443774005,-0.004131810443774005,-0.03307650220600496,-0.004131810443774005,-0.24891744276855332,0.06390109102702257,0.20015180871281824,0.20015180871281824
2016-03-31,-0.020107263338841497,0.5938227272727272,22,2059.7,0.06390109102702257,0.06390109102702257,-0.020107263338841497,0.06390109102702257,0.01296923886716346,0.0027151531831724187,0.08862116916721807,0.08862116916721807
2016-04-30,0.31713027760047713,0.8879333333333334,21,2065.3,0.0027151531831724187,0.0027151531831724187,0.31713027760047713,0.0027151531831724187,0.3372375409393186,0.015232257608315649,0.10155952372575791,0.10155952372575791
2016-05-31,-0.18645169888605184,0.5880333333333333,21,2097.0,0.015232257608315649,0.015232257608315649,-0.18645169888605184,0.015232257608315649,-0.503581976486529,0.0009056460496504697,0.11125571389333626,0.11125571389333626
2016-06-30,-0.3537585502451978,0.42293181818181824,22,2098.9,0.0009056460496504697,0.0009056460496504697,-0.3537585502451978,0.0009056460496504697,-0.16730685135914597,0.034971381160567416,0.191327684821101,0.191327684821101
2016-07-31,0.3510699505545453,0.856755,20,2173.6,0.034971381160567416,0.034971381160567416,0.3510699505545453,0.034971381160567416,0.7048285007997431,-0.001242951017428247,0.0826205327369128,0.0826205327369128
2016-08-31,0.1508935651166085,0.7558391304347826,23,2170.9,-0.001242951017428247,-0.001242951017428247,0.1508935651166085,-0.001242951017428247,-0.2001763854379368,-0.0011983777245376662,0.054491592443466054,0.054491592443466054
2016-09-30,-0.028793409778850775,0.77371,20,2168.3,-0.0011983777245376662,-0.0011983777245376662,-0.028793409778850775,-0.0011983777245376662,-0.1796869748954593,-0.019607101515667386,0.14579113165461965,0.14579113165461965
2016-10-31,-0.006136669157420155,0.7791,20,2126.2,-0.019607101515667386,-0.019607101515667386,-0.006136669157420155,-0.019607101515667386,0.02265674062143062,0.033575408132000585,0.06625725741511611,0.06625725741511611
2016-11-30,-0.008524701929308662,0.71043,20,2198.8,0.033575408132000585,0.033575408132000585,-0.008524701929308662,0.033575408132000585,-0.002388032771888507,0.018028251030699192,0.10531481437715495,0.10531481437715495
2016-12-31,0.26079889481236174,0.9171761904761905,21,2238.8,0.018028251030699192,0.018028251030699192,0.26079889481236174,0.018028251030699192,0.2693235967416704,0.017752862371520958,0.07986032912673453,0.07986032912673453
2017-01-31,0.26838779905574023,0.7770736842105264,19,2278.9,0.017752862371520958,0.017752862371520958,0.26838779905574023,0.017752862371520958,0.0075889042433784915,0.036493010082794,0.06626959297255827,0.06626959297255827
2017-02-28,-0.1709360789087966,0.5547277777777777,18,2363.6,0.036493010082794,0.036493010082794,-0.1709360789087966,0.036493010082794,-0.43932387796453687,-0.0003808476020898143,0.05242819174132985,0.05242819174132985
2017-03-31,0.2452303064054336,0.8620050000000001,20,2362.7,-0.0003808476020898143,-0.0003808476020898143,0.2452303064054336,-0.0003808476020898143,0.4161663853142302,0.009058605414471349,0.06672666015376798,0.06672666015376798
2017-04-30,0.3115339915657276,0.96548,20,2384.2,0.009058605414471349,0.009058605414471349,0.3115339915657276,0.009058605414471349,0.06630368516029397,0.011509718385591177,0.07086091055768225,0.07086091055768225
2017-05-31,0.24152940297616887,0.9752090909090909,22,2411.8,0.011509718385591177,0.011509718385591177,0.24152940297616887,0.011509718385591177,-0.07000458858955871,0.004798156127930031,0.07953512060526358,0.07953512060526358
2017-06-30,-0.22250380810464773,0.8510636363636365,22,2423.4,0.004798156127930031,0.004798156127930031,-0.22250380810464773,0.004798156127930031,-0.46403321108081663,0.01916808793911549,0.07010476540392598,0.07010476540392598
2017-07-31,-0.29016220754232114,0.773205,20,2470.3,0.01916808793911549,0.01916808793911549,-0.29016220754232114,0.01916808793911549,-0.0676583994376734,0.000566572253116165,0.054957018711079234,0.054957018711079234
2017-08-31,0.08321811291287778,0.8926277777777778,18,2471.7,0.000566572253116165,0.000566572253116165,0.08321811291287778,0.000566572253116165,0.3733803204551989,0.01911460492854871,0.09726725752728316,0.09726725752728316
2017-09-30,-0.13318020293253657,0.7800499999999999,20,2519.4,0.01911460492854871,0.01911460492854871,-0.13318020293253657,0.01911460492854871,-0.21639831584541436,0.021945254247839493,0.05728946478432184,0.05728946478432184
2017-10-31,0.2598017091811836,0.9679368421052631,19,2575.3,0.021945254247839493,0.021945254247839493,0.2598017091811836,0.021945254247839493,0.3929819121137202,0.027687537078725566,0.048546450931304226,0.048546450931304226
2017-11-30,0.13452106604881822,0.9333684210526316,19,2647.6,0.027687537078725566,0.027687537078725566,0.13452106604881822,0.027687537078725566,-0.1252806431323654,0.009772309596361488,0.06316078420618207,0.06316078420618207
2017-12-31,0.23223484821585968,0.979815,20,2673.6,0.009772309596361488,0.009772309596361488,0.23223484821585968,0.009772309596361488,0.09771378216704146,0.05465761673429551,0.06090371142123979,0.06090371142123979
2018-01-31,0.23676432440023543,0.6965684210526316,19,2823.8,0.05465761673429551,0.05465761673429551,0.23676432440023543,0.05465761673429551,0.004529476184375741,-0.03973362886357219,0.08913392410252934,0.08913392410252934
2018-02-28,0.1931635618045561,0.8370111111111112,18,2713.8,-0.03973362886357219,-0.03973362886357219,0.1931635618045561,-0.03973362886357219,-0.04360076259567933,-0.027230098576882408,0.26284468713909437,0.26284468713909437
2018-03-31,0.19711716428219378,0.8904400000000001,20,2640.9,-0.027230098576882408,-0.027230098576882408,0.19711716428219378,-0.027230098576882408,0.00395360247763768,0.0027226335593266617,0.20138509058505558,0.20138509058505558
2018-04-30,0.24349100223584436,0.9655950000000001,20,2648.1,0.0027226335593266617,0.0027226335593266617,0.24349100223584436,0.0027226335593266617,0.046373837953650576,0.021370410166828748,0.1729606967250826,0.1729606967250826
2018-05-31,-0.15003130840488427,0.8154045454545454,22,2705.3,0.021370410166828748,0.021370410166828748,-0.15003130840488427,0.021370410166828748,-0.3935223106407286,0.004830660056542113,0.10619233468859252,0.10619233468859252
2018-06-30,0.22821321039304304,0.9886105263157895,19,2718.4,0.004830660056542113,0.004830660056542113,0.22821321039304304,0.004830660056542113,0.3782445187979273,0.0353804947768213,0.08856925921481773,0.08856925921481773
2018-07-31,0.13797022306517925,0.9675904761904762,21,2816.3,0.0353804947768213,0.0353804947768213,0.13797022306517925,0.0353804947768213,-0.09024298732786379,0.02980387793617405,0.08641056414522826,0.08641056414522826
2018-08-31,-0.2808288743815498,0.8856086956521739,23,2901.5,0.02980387793617405,0.02980387793617405,-0.2808288743815498,0.02980387793617405,-0.41879909744672905,0.004298863124487247,0.07212678150151444,0.07212678150151444
2018-09-30,0.21539101579206077,0.984325,16,2914.0,0.004298863124487247,0.004298863124487247,0.21539101579206077,0.004298863124487247,0.49621989017361057,-0.07195096328267525,0.05610451182882646,0.05610451182882646
2018-10-31,-0.21636847879607296,0.8388272727272728,22,2711.7,-0.07195096328267525,-0.07195096328267525,-0.21636847879607296,-0.07195096328267525,-0.43175949458813373,0.01772739638146477,0.234243896675954,0.234243896675954
2018-11-30,-0.3108504274601894,0.71937,20,2760.2,0.01772739638146477,0.01772739638146477,-0.3108504274601894,0.01772739638146477,-0.09448194866411647,-0.09629610150341902,0.18830273534103187,0.18830273534103187
2018-12-31,0.2665886691459671,0.9644294117647059,17,2506.8,-0.09629610150341902,-0.09629610150341902,0.2665886691459671,-0.09629610150341902,0.5774390966061566,0.07576210037702842,0.28521394655538723,0.28521394655538723
2019-01-31,,0.9959,2,2704.1,0.07576210037702842,0.07576210037702842,,0.07576210037702842,,0.029299184302174385,0.1846671349986686,0.1846671349986686
2019-02-28,-0.3773127072753831,0.7368421052631579,19,2784.5,0.029299184302174385,0.029299184302174385,-0.3773127072753831,0.029299184302174385,,0.017761950521539026,0.09426792325744071,0.09426792325744071
2019-03-31,0.0692425589138009,0.7933952380952382,21,2834.4,0.017761950521539026,0.017761950521539026,0.0692425589138009,0.017761950521539026,0.44655526618918395,0.03855015250418036,0.11744499458557382,0.11744499458557382
2019-04-30,0.15303756165596194,0.8690863636363637,22,2945.8,0.03855015250418036,0.03855015250418036,0.15303756165596194,0.03855015250418036,0.08379500274216103,-0.06801617045308653,0.061634490630678475,0.061634490630678475
2019-05-31,0.2539973552253762,0.9539954545454545,22,2752.1,-0.06801617045308653,-0.06801617045308653,0.2539973552253762,-0.06801617045308653,0.10095979356941426,0.06665738228288655,0.1429992027755643,0.1429992027755643
2019-06-30,0.056633024965082455,0.93259,20,2941.8,0.06665738228288655,0.06665738228288655,0.056633024965082455,0.06665738228288655,-0.19736433026029374,0.013035880794329808,0.11737839543794487,0.11737839543794487
2019-07-31,-0.5905242337915836,0.67025,22,2980.4,0.013035880794329808,0.013035880794329808,-0.5905242337915836,0.013035880794329808,-0.6471572587566661,-0.018250349948296846,0.08207469740754506,0.08207469740754506
2019-08-31,0.0752665074958083,0.8715499999999999,22,2926.5,-0.018250349948296846,-0.018250349948296846,0.0752665074958083,-0.018250349948296846,0.6657907412873919,0.01700813461674658,0.23208500735457036,0.23208500735457036
2019-09-30,0.32512623527423207,0.9822599999999999,20,2976.7,0.01700813461674658,0.01700813461674658,0.32512623527423207,0.01700813461674658,0.24985972777842377,0.020252425569570267,0.0860451169278951,0.0860451169278951
2019-10-31,-0.23497412658235692,0.7439181818181818,22,3037.6,0.020252425569570267,0.020252425569570267,-0.23497412658235692,0.020252425569570267,-0.560100361856589,0.03347349062105395,0.10726539847122926,0.10726539847122926
2019-11-30,0.18748488969408614,0.9331578947368421,19,3141.0,0.03347349062105395,0.03347349062105395,0.18748488969408614,0.03347349062105395,0.42245901627644306,0.028188564029494777,0.058265246369673146,0.058265246369673146
2019-12-31,0.04720553355797881,0.87156,20,3230.8,0.028188564029494777,0.028188564029494777,0.04720553355797881,0.028188564029494777,-0.1402793561361073,-0.0016418075958449215,0.07641984188442098,0.07641984188442098
2020-01-31,0.10745213917302164,0.9775449999999999,20,3225.5,-0.0016418075958449215,-0.0016418075958449215,0.10745213917302164,-0.0016418075958449215,0.06024660561504283,-0.08786009036579703,0.11916235112878003,0.11916235112878003
2020-02-29,-0.23610032946213375,0.7878421052631579,19,2954.2,-0.08786009036579703,-0.08786009036579703,-0.23610032946213375,-0.08786009036579703,-0.3435524686351554,-0.13365712951540842,0.24487200271902096,0.24487200271902096
2020-03-31,-0.01855617379846397,0.8959300000000001,20,2584.6,-0.13365712951540842,-0.13365712951540842,-0.01855617379846397,-0.13365712951540842,0.21754415566366977,0.11940672642946513,0.9471265499697425,0.9471265499697425
2020-04-30,-0.08132489188856992,0.7997227272727273,22,2912.4,0.11940672642946513,0.11940672642946513,-0.08132489188856992,0.11940672642946513,-0.06276871809010595,0.04429350613835011,0.4094669213237693,0.4094669213237693
2020-05-31,-0.1608135031533941,0.7172736842105263,19,3044.3,0.04429350613835011,0.04429350613835011,-0.1608135031533941,0.04429350613835011,-0.07948861126482418,0.018227891325559766,0.22699159632240062,0.22699159632240062
2020-06-30,0.3172524604500775,0.9667285714285715,21,3100.3,0.018227891325559766,0.018227891325559766,0.3172524604500775,0.018227891325559766,0.4780659636034716,0.0536274387772278,0.305228117659381,0.305228117659381
2020-07-31,-0.22415317698749515,0.7472238095238095,21,3271.1,0.0536274387772278,0.0536274387772278,-0.22415317698749515,0.0536274387772278,-0.5414056374375726,0.0677223593282662,0.1356994711649154,0.1356994711649154
2020-08-31,-0.14390050844903388,0.7725736842105263,19,3500.3,0.0677223593282662,0.0677223593282662,-0.14390050844903388,0.0677223593282662,0.08025266853846127,-0.04001524634969026,0.08089054760945759,0.08089054760945759
2020-09-30,0.15533500715977316,0.8921428571428571,21,3363.0,-0.04001524634969026,-0.04001524634969026,0.15533500715977316,-0.04001524634969026,0.299235515608807,-0.028043447848970497,0.2484118430042287,0.2484118430042287
2020-10-31,0.03404718955379049,0.803585,20,3270.0,-0.028043447848970497,-0.028043447848970497,0.03404718955379049,-0.028043447848970497,-0.12128781760598267,0.10212593223044968,0.21372822774951164,0.21372822774951164
2020-11-30,0.17887801721273222,0.9089894736842106,19,3621.6,0.10212593223044968,0.10212593223044968,0.17887801721273222,0.10212593223044968,0.14483082765894173,0.03646526792014802,0.16735319010272015,0.16735319010272015
2020-12-31,-0.4155250966663103,0.6221,21,3756.1,0.03646526792014802,0.03646526792014802,-0.4155250966663103,0.03646526792014802,-0.5944031138790425,-0.011217873282944353,0.08074476149215344,0.08074476149215344
2021-01-31,0.347035477409217,0.7404499999999999,18,3714.2,-0.011217873282944353,-0.011217873282944353,0.347035477409217,-0.011217873282944353,0.7625605740755272,0.025780788402028427,0.1642347467360798,0.1642347467360798
2021-02-28,-0.09497897506934605,0.6611421052631579,19,3811.2,0.025780788402028427,0.025780788402028427,-0.09497897506934605,0.025780788402028427,-0.442014452478563,0.041552206440047416,0.15752685971523922,0.15752685971523922
2021-03-31,0.2952896164462939,0.9229809523809523,21,3972.9,0.041552206440047416,0.041552206440047416,0.2952896164462939,0.041552206440047416,0.39026859151564,0.05110198005752374,0.15059601072002265,0.15059601072002265
2021-04-30,0.045298092260434235,0.798,22,4181.2,0.05110198005752374,0.05110198005752374,0.045298092260434235,0.05110198005752374,-0.24999152418585968,0.005461952925034727,0.10809959269109654,0.10809959269109654
2021-05-31,0.08355286471294061,0.8718210526315788,19,4204.1,0.005461952925034727,0.005461952925034727,0.08355286471294061,0.005461952925034727,0.03825477245250638,0.02197321867341756,0.13994063684388078,0.13994063684388078
2021-06-30,0.030482576114262507,0.86181,20,4297.5,0.02197321867341756,0.02197321867341756,0.030482576114262507,0.02197321867341756,-0.05307028859867811,0.02250232991837285,0.08565076335324022,0.08565076335324022
2021-07-31,-0.29387265682638747,0.7375499999999999,20,4395.3,0.02250232991837285,0.02250232991837285,-0.29387265682638747,0.02250232991837285,-0.32435523294065,0.028573372444055948,0.11762164048837603,0.11762164048837603
2021-08-31,-0.18732216690492176,0.675995,20,4522.7,0.028573372444055948,0.028573372444055948,-0.18732216690492176,0.028573372444055948,0.10655048992146571,-0.04875147121734837,0.08346483917289495,0.08346483917289495
2021-09-30,0.19113606326631424,0.8775210526315789,19,4307.5,-0.04875147121734837,-0.04875147121734837,0.19113606326631424,-0.04875147121734837,0.37845823017123603,0.0668718386214342,0.1277174781004125,0.1277174781004125
2021-10-31,0.3147809102567986,0.9571799999999999,20,4605.4,0.0668718386214342,0.0668718386214342,0.3147809102567986,0.0668718386214342,0.12364484699048436,-0.008372993838519926,0.10825313105888477,0.10825313105888477
2021-11-30,0.22447293540043367,0.9674368421052632,19,4567.0,-0.008372993838519926,-0.008372993838519926,0.22447293540043367,-0.008372993838519926,-0.09030797485636494,0.04269280750426472,0.12997927487808386,0.12997927487808386
2021-12-31,-0.056182556133059926,0.8932666666666668,21,4766.2,0.04269280750426472,0.04269280750426472,-0.056182556133059926,0.04269280750426472,-0.2806554915334936,-0.05401127330187164,0.1671064780888175,0.1671064780888175
2022-01-31,-0.29769838925158676,0.8079699999999999,20,4515.6,-0.05401127330187164,-0.05401127330187164,-0.29769838925158676,-0.05401127330187164,-0.24151583311852684,-0.031873863665888465,0.1824535747141719,0.1824535747141719
2022-02-28,0.24747144748109662,0.958242105263158,19,4373.94,-0.031873863665888465,-0.031873863665888465,0.24747144748109662,-0.031873863665888465,0.5451698367326834,0.035148238386268404,0.24135721961842543,0.24135721961842543
2022-03-31,-0.23012008431529624,0.7744090909090908,22,4530.41,0.035148238386268404,0.035148238386268404,-0.23012008431529624,0.035148238386268404,-0.47759153179639285,-0.09206783296043518,0.22726430713934878,0.22726430713934878
2022-04-30,0.25087461463709265,0.9666857142857143,21,4131.93,-0.09206783296043518,-0.09206783296043518,0.25087461463709265,-0.09206783296043518,0.4809946989523889,5.3242466203463356e-05,0.24354895071040653,0.24354895071040653
2022-05-31,0.02745625979520795,0.8868095238095238,21,4132.15,5.3242466203463356e-05,5.3242466203463356e-05,0.02745625979520795,5.3242466203463356e-05,-0.22341835484188471,-0.0876515744801734,0.3142534404448823,0.3142534404448823
2022-06-30,0.24373206762596164,0.9793200000000001,20,3785.38,-0.0876515744801734,-0.0876515744801734,0.24373206762596164,-0.0876515744801734,0.2162758078307537,0.08720134427422459,0.2955955029859707,0.2955955029859707
2022-07-31,-0.3369407142738425,0.8007099999999999,20,4130.29,0.08720134427422459,0.08720134427422459,-0.3369407142738425,0.08720134427422459,-0.5806727818998041,-0.04336702120583717,0.19189695468169907,0.19189695468169907
2022-08-31,0.06180014929059998,0.9008545454545455,22,3955.0,-0.04336702120583717,-0.04336702120583717,0.06180014929059998,-0.04336702120583717,0.39874086356444244,-0.09804919930362435,0.2031376714755387,0.2031376714755387
2022-09-30,0.2158792703429665,0.9770333333333334,21,3585.62,-0.09804919930362435,-0.09804919930362435,0.2158792703429665,-0.09804919930362435,0.1540791210523665,0.07683460219574133,0.23998521728348712,0.23998521728348712
2022-10-31,0.045527195151399,0.925078947368421,19,3871.98,0.07683460219574133,0.07683460219574133,0.045527195151399,0.07683460219574133,-0.1703520751915675,0.052357944725214406,0.2783149564062947,0.2783149564062947
2022-11-30,-0.34225256908878654,0.7572650000000001,20,4080.11,0.052357944725214406,0.052357944725214406,-0.34225256908878654,0.052357944725214406,-0.38777976424018556,-0.060781799048487496,0.2759840973203377,0.2759840973203377
2022-12-31,-0.009317165658526652,0.8504149999999999,20,3839.5,-0.060781799048487496,-0.060781799048487496,-0.009317165658526652,-0.060781799048487496,0.3329354034302599,0.05992115787903165,0.17908871545118374,0.17908871545118374
2023-01-31,0.1187950564681377,0.6420941176470588,17,4076.6,0.05992115787903165,0.05992115787903165,0.1187950564681377,0.05992115787903165,0.12811222212666434,-0.02645943030685264,0.16331954223739997,0.16331954223739997
2023-02-28,0.06503928073523335,0.7830736842105263,19,3970.15,-0.02645943030685264,-0.02645943030685264,0.06503928073523335,-0.02645943030685264,-0.053755775732904354,0.03445125384186044,0.16265792036321514,0.16265792036321514
2023-03-31,-0.06883874428862802,0.6585954545454545,22,4109.31,0.03445125384186044,0.03445125384186044,-0.06883874428862802,0.03445125384186044,-0.13387802502386137,0.014536196592679839,0.18642839579845272,0.18642839579845272
2023-04-30,0.38194084005245754,0.983435294117647,17,4169.48,0.014536196592679839,0.014536196592679839,0.38194084005245754,0.014536196592679839,0.45077958434108556,0.002479248057984054,0.1231755118888888,0.1231755118888888
2023-05-31,0.20013186181762924,0.9008095238095238,21,4179.83,0.002479248057984054,0.002479248057984054,0.20013186181762924,0.002479248057984054,-0.1818089782348283,0.06271890993761445,0.13099531341726045,0.13099531341726045
2023-06-30,0.06225938795286915,0.8896050000000001,20,4450.38,0.06271890993761445,0.06271890993761445,0.06225938795286915,0.06271890993761445,-0.1378724738647601,0.030663933087959953,0.1074814602294885,0.1074814602294885
2023-07-31,-0.19948195799708734,0.790205,20,4588.96,0.030663933087959953,0.030663933087959953,-0.19948195799708734,0.030663933087959953,-0.2617413459499565,-0.01787524701848843,0.08671537188233094,0.08671537188233094
2023-08-31,0.09338932122009075,0.8799869565217391,23,4507.66,-0.01787524701848843,-0.01787524701848843,0.09338932122009075,-0.01787524701848843,0.2928712792171781,-0.04994608771197091,0.11970130938064714,0.11970130938064714
2023-09-30,-0.18435372476412856,0.7067166666666667,18,4288.05,-0.04994608771197091,-0.04994608771197091,-0.18435372476412856,-0.04994608771197091,-0.2777430459842193,-0.02222483997777142,0.10701372689109544,0.10701372689109544
2023-10-31,0.013727920645420192,0.8494714285714285,21,4193.8,-0.02222483997777142,-0.02222483997777142,0.013727920645420192,-0.02222483997777142,0.19808164540954876,0.08542444438757674,0.14467046167260608,0.14467046167260608
2023-11-30,0.27355414454122073,0.9734315789473684,19,4567.8,0.08542444438757674,0.08542444438757674,0.27355414454122073,0.08542444438757674,0.25982622389580057,0.04327897629406807,0.11082064937320635,0.11082064937320635
2023-12-31,0.03483881775585983,0.8969894736842106,19,4769.83,0.04327897629406807,0.04327897629406807,0.03483881775585983,0.04327897629406807,-0.2387153267853609,0.01577073041880103,0.09420753117101972,0.09420753117101972
2024-01-31,-0.39964715821357055,0.65228,20,4845.65,0.01577073041880103,0.01577073041880103,-0.39964715821357055,0.01577073041880103,-0.4344859759694304,0.05042750432692709,0.11036961179268617,0.11036961179268617
2024-02-29,0.29390473896855285,0.881725,20,5096.27,0.05042750432692709,0.05042750432692709,0.29390473896855285,0.05042750432692709,0.6935518971821234,0.030547405358412088,0.1352366956347024,0.1352366956347024
2024-03-31,0.2725028188487402,0.9483809523809524,21,5254.35,0.030547405358412088,0.030547405358412088,0.2725028188487402,0.030547405358412088,-0.021401920119812623,-0.04250574745999363,0.09688222436456868,0.09688222436456868
2024-04-30,0.0933958842525695,0.8853727272727273,22,5035.69,-0.04250574745999363,-0.04250574745999363,0.0933958842525695,-0.04250574745999363,-0.17910693459617072,0.046903838078814306,0.1367099836200181,0.1367099836200181
2024-05-31,0.1015616970910192,0.9630904761904763,21,5277.51,0.046903838078814306,0.046903838078814306,0.1015616970910192,0.046903838078814306,0.008165812838449693,0.03408230240557078,0.09329024690396776,0.09329024690396776
2024-06-30,-0.1563313401055578,0.8568789473684211,19,5460.48,0.03408230240557078,0.03408230240557078,-0.1563313401055578,0.03408230240557078,-0.25789303719657697,0.011257742193535576,0.07019073450551822,0.07019073450551822
2024-07-31,-0.046518359629953,0.8839857142857144,21,5522.3,0.011257742193535576,0.011257742193535576,-0.046518359629953,0.011257742193535576,0.1098129804756048,0.022577879038739614,0.1483182587983207,0.1483182587983207
2024-08-31,-0.06958244535740138,0.8451090909090909,22,5648.4,0.022577879038739614,0.022577879038739614,-0.06958244535740138,0.022577879038739614,-0.023064085727448377,0.01999561838794891,0.19258513371807906,0.19258513371807906
2024-09-30,-0.17511026624796305,0.77846,20,5762.48,0.01999561838794891,0.01999561838794891,-0.17511026624796305,0.01999561838794891,-0.10552782089056167,-0.009946079220551969,0.13885284188270358,0.13885284188270358
2024-10-31,-0.05762131094774589,0.8016590909090908,22,5705.45,-0.009946079220551969,-0.009946079220551969,-0.05762131094774589,-0.009946079220551969,0.11748895530021716,0.055719767688528744,0.11118988273882659,0.11118988273882659
2024-11-30,0.16890357543787587,0.9082,19,6032.38,0.055719767688528744,0.055719767688528744,0.16890357543787587,0.055719767688528744,0.22652488638562177,-0.025307691689834075,0.13911221222691736,0.13911221222691736
2024-12-31,-0.04522425625354385,0.7832842105263158,19,5881.63,-0.025307691689834075,-0.025307691689834075,-0.04522425625354385,-0.025307691689834075,-0.21412783169141972,0.026657822062382253,0.1436920916568163,0.1436920916568163
2025-01-31,0.3453685434066908,0.9352750000000001,20,6040.53,0.026657822062382253,0.026657822062382253,0.3453685434066908,0.026657822062382253,0.3905927996602347,-0.014344520215520212,0.138237806334085,0.138237806334085
2025-02-28,-0.20327032480104953,0.82526875,16,5954.5,-0.014344520215520212,-0.014344520215520212,-0.20327032480104953,-0.014344520215520212,-0.5486388682077403,-0.05926680278196916,0.12844658261463243,0.12844658261463243
2025-03-31,0.21291009376846767,0.9651238095238096,21,5611.85,-0.05926680278196916,-0.05926680278196916,0.21291009376846767,-0.05926680278196916,0.4161804185695172,-0.007654154967354604,0.20677913813368165,0.20677913813368165
2025-04-30,0.20054318789515466,0.9834526315789475,19,5569.06,-0.007654154967354604,-0.007654154967354604,0.20054318789515466,-0.007654154967354604,-0.012366905873313017,0.059705468070558924,0.48829431834466747,0.48829431834466747
2025-05-31,-0.5979198147202642,0.8263047619047619,21,5911.69,0.059705468070558924,0.059705468070558924,-0.5979198147202642,0.059705468070558924,-0.7984630026154189,0.048415614059228305,0.165190261971954,0.165190261971954
2025-06-30,-0.08538331032935628,0.8817999999999999,20,6204.95,0.048415614059228305,0.048415614059228305,-0.08538331032935628,0.048415614059228305,0.5125365043909079,0.021435188702803743,0.09703457113234967,0.09703457113234967
2025-07-31,-0.46670548630836156,0.59891,20,6339.39,0.021435188702803743,0.021435188702803743,-0.46670548630836156,0.021435188702803743,-0.3813221759790053,0.0188870153534324,0.06590585609541363,0.06590585609541363
2025-08-31,-0.02989191790318735,0.6847473684210525,19,6460.26,0.0188870153534324,0.0188870153534324,-0.02989191790318735,0.0188870153534324,0.4368135684051742,0.03471408865886453,0.11893305692946378,0.11893305692946378
2025-09-30,0.3922905144017551,0.9795149999999999,20,6688.46,0.03471408865886453,0.03471408865886453,0.3922905144017551,0.03471408865886453,0.42218243230494246,0.027141377582406524,0.07104853347387237,0.07104853347387237
2025-10-31,0.36634575395267127,0.9845666666666667,6,6872.48,0.027141377582406524,0.027141377582406524,0.36634575395267127,0.027141377582406524,-0.025944760449083837,,0.13849584652961727,0.13849584652961727
