date,ptsi_z_monthly,spx_close_monthly,spx_close_monthly,spx_ret_monthly,ptsi_z,spx_ret,spx_ret_lead1,rv
2015-01-31,-0.35323401238870383,1995.0,,,-0.35323401238870383,,0.053433858886661474,
2015-02-28,-0.05460349433987292,2104.5,0.053433858886661474,0.053433858886661474,-0.05460349433987292,0.053433858886661474,-0.017544309650909508,0.10923129109412075
2015-03-31,-0.09507773441656733,2067.9,-0.017544309650909508,-0.017544309650909508,-0.09507773441656733,-0.017544309650909508,0.008475035077283992,0.14441010958883174
2015-04-30,0.041824893667359565,2085.5,0.008475035077283992,0.008475035077283992,0.041824893667359565,0.008475035077283992,0.010446325528427296,0.08492147287281825
2015-05-31,-0.2089932184244471,2107.4,0.010446325528427296,0.010446325528427296,-0.2089932184244471,0.010446325528427296,-0.021245254171527193,0.1115670492185459
2015-06-30,0.3514516825161432,2063.1,-0.021245254171527193,-0.021245254171527193,0.3514516825161432,-0.021245254171527193,0.019535527311273695,0.11397521599085811
2015-07-31,-0.06173255009729495,2103.8,0.019535527311273695,0.019535527311273695,-0.06173255009729495,0.019535527311273695,-0.06459556240694506,0.11791652457150244
2015-08-31,0.22701223134285725,1972.2,-0.06459556240694506,-0.06459556240694506,0.22701223134285725,-0.06459556240694506,-0.026824484876401555,0.2676660833062774
2015-09-30,-0.28111205670889977,1920.0,-0.026824484876401555,-0.026824484876401555,-0.28111205670889977,-0.026824484876401555,0.0797542045220426,0.22584531540039643
2015-10-31,-0.5915772136823246,2079.4,0.0797542045220426,0.0797542045220426,-0.5915772136823246,0.0797542045220426,0.00048079235504763134,0.12837959373581737
2015-11-30,-0.0067329772058087765,2080.4,0.00048079235504763134,0.00048079235504763134,-0.0067329772058087765,0.00048079235504763134,-0.017700435451185194,0.1198073144804116
2015-12-31,0.2728029476991732,2043.9,-0.017700435451185194,-0.017700435451185194,0.2728029476991732,-0.017700435451185194,-0.052068686920548994,0.18429110759307668
2016-01-31,0.21584094056254835,1940.2,-0.052068686920548994,-0.052068686920548994,0.21584094056254835,-0.052068686920548994,-0.004131810443774005,0.23099766600312235
2016-02-29,-0.03307650220600496,1932.2,-0.004131810443774005,-0.004131810443774005,-0.03307650220600496,-0.004131810443774005,0.06390109102702257,0.20015180871281824
2016-03-31,-0.020107263338841497,2059.7,0.06390109102702257,0.06390109102702257,-0.020107263338841497,0.06390109102702257,0.0027151531831724187,0.08862116916721807
2016-04-30,0.31713027760047713,2065.3,0.0027151531831724187,0.0027151531831724187,0.31713027760047713,0.0027151531831724187,0.015232257608315649,0.10155952372575791
2016-05-31,-0.18645169888605184,2097.0,0.015232257608315649,0.015232257608315649,-0.18645169888605184,0.015232257608315649,0.0009056460496504697,0.11125571389333626
2016-06-30,-0.3537585502451978,2098.9,0.0009056460496504697,0.0009056460496504697,-0.3537585502451978,0.0009056460496504697,0.034971381160567416,0.191327684821101
2016-07-31,0.3510699505545453,2173.6,0.034971381160567416,0.034971381160567416,0.3510699505545453,0.034971381160567416,-0.001242951017428247,0.0826205327369128
2016-08-31,0.1508935651166085,2170.9,-0.001242951017428247,-0.001242951017428247,0.1508935651166085,-0.001242951017428247,-0.0011983777245376662,0.054491592443466054
2016-09-30,-0.028793409778850775,2168.3,-0.0011983777245376662,-0.0011983777245376662,-0.028793409778850775,-0.0011983777245376662,-0.019607101515667386,0.14579113165461965
2016-10-31,-0.006136669157420155,2126.2,-0.019607101515667386,-0.019607101515667386,-0.006136669157420155,-0.019607101515667386,0.033575408132000585,0.06625725741511611
2016-11-30,-0.008524701929308662,2198.8,0.033575408132000585,0.033575408132000585,-0.008524701929308662,0.033575408132000585,0.018028251030699192,0.10531481437715495
2016-12-31,0.26079889481236174,2238.8,0.018028251030699192,0.018028251030699192,0.26079889481236174,0.018028251030699192,0.017752862371520958,0.07986032912673453
2017-01-31,0.26838779905574023,2278.9,0.017752862371520958,0.017752862371520958,0.26838779905574023,0.017752862371520958,0.036493010082794,0.06626959297255827
2017-02-28,-0.1709360789087966,2363.6,0.036493010082794,0.036493010082794,-0.1709360789087966,0.036493010082794,-0.0003808476020898143,0.05242819174132985
2017-03-31,0.2452303064054336,2362.7,-0.0003808476020898143,-0.0003808476020898143,0.2452303064054336,-0.0003808476020898143,0.009058605414471349,0.06672666015376798
2017-04-30,0.3115339915657276,2384.2,0.009058605414471349,0.009058605414471349,0.3115339915657276,0.009058605414471349,0.011509718385591177,0.07086091055768225
2017-05-31,0.24152940297616887,2411.8,0.011509718385591177,0.011509718385591177,0.24152940297616887,0.011509718385591177,0.004798156127930031,0.07953512060526358
2017-06-30,-0.22250380810464773,2423.4,0.004798156127930031,0.004798156127930031,-0.22250380810464773,0.004798156127930031,0.01916808793911549,0.07010476540392598
2017-07-31,-0.29016220754232114,2470.3,0.01916808793911549,0.01916808793911549,-0.29016220754232114,0.01916808793911549,0.000566572253116165,0.054957018711079234
2017-08-31,0.08321811291287778,2471.7,0.000566572253116165,0.000566572253116165,0.08321811291287778,0.000566572253116165,0.01911460492854871,0.09726725752728316
2017-09-30,-0.13318020293253657,2519.4,0.01911460492854871,0.01911460492854871,-0.13318020293253657,0.01911460492854871,0.021945254247839493,0.05728946478432184
2017-10-31,0.2598017091811836,2575.3,0.021945254247839493,0.021945254247839493,0.2598017091811836,0.021945254247839493,0.027687537078725566,0.048546450931304226
2017-11-30,0.13452106604881822,2647.6,0.027687537078725566,0.027687537078725566,0.13452106604881822,0.027687537078725566,0.009772309596361488,0.06316078420618207
2017-12-31,0.23223484821585968,2673.6,0.009772309596361488,0.009772309596361488,0.23223484821585968,0.009772309596361488,0.05465761673429551,0.06090371142123979
2018-01-31,0.23676432440023543,2823.8,0.05465761673429551,0.05465761673429551,0.23676432440023543,0.05465761673429551,-0.03973362886357219,0.08913392410252934
2018-02-28,0.1931635618045561,2713.8,-0.03973362886357219,-0.03973362886357219,0.1931635618045561,-0.03973362886357219,-0.027230098576882408,0.26284468713909437
2018-03-31,0.19711716428219378,2640.9,-0.027230098576882408,-0.027230098576882408,0.19711716428219378,-0.027230098576882408,0.0027226335593266617,0.20138509058505558
2018-04-30,0.24349100223584436,2648.1,0.0027226335593266617,0.0027226335593266617,0.24349100223584436,0.0027226335593266617,0.021370410166828748,0.1729606967250826
2018-05-31,-0.15003130840488427,2705.3,0.021370410166828748,0.021370410166828748,-0.15003130840488427,0.021370410166828748,0.004830660056542113,0.10619233468859252
2018-06-30,0.22821321039304304,2718.4,0.004830660056542113,0.004830660056542113,0.22821321039304304,0.004830660056542113,0.0353804947768213,0.08856925921481773
2018-07-31,0.13797022306517925,2816.3,0.0353804947768213,0.0353804947768213,0.13797022306517925,0.0353804947768213,0.02980387793617405,0.08641056414522826
2018-08-31,-0.2808288743815498,2901.5,0.02980387793617405,0.02980387793617405,-0.2808288743815498,0.02980387793617405,0.004298863124487247,0.07212678150151444
2018-09-30,0.21539101579206077,2914.0,0.004298863124487247,0.004298863124487247,0.21539101579206077,0.004298863124487247,-0.07195096328267525,0.05610451182882646
2018-10-31,-0.21636847879607296,2711.7,-0.07195096328267525,-0.07195096328267525,-0.21636847879607296,-0.07195096328267525,0.01772739638146477,0.234243896675954
2018-11-30,-0.3108504274601894,2760.2,0.01772739638146477,0.01772739638146477,-0.3108504274601894,0.01772739638146477,-0.09629610150341902,0.18830273534103187
2018-12-31,0.2665886691459671,2506.8,-0.09629610150341902,-0.09629610150341902,0.2665886691459671,-0.09629610150341902,0.07576210037702842,0.28521394655538723
2019-01-31,,2704.1,0.07576210037702842,0.07576210037702842,,0.07576210037702842,0.029299184302174385,0.1846671349986686
2019-02-28,-0.3773127072753831,2784.5,0.029299184302174385,0.029299184302174385,-0.3773127072753831,0.029299184302174385,0.017761950521539026,0.09426792325744071
2019-03-31,0.0692425589138009,2834.4,0.017761950521539026,0.017761950521539026,0.0692425589138009,0.017761950521539026,0.03855015250418036,0.11744499458557382
2019-04-30,0.15303756165596194,2945.8,0.03855015250418036,0.03855015250418036,0.15303756165596194,0.03855015250418036,-0.06801617045308653,0.061634490630678475
2019-05-31,0.2539973552253762,2752.1,-0.06801617045308653,-0.06801617045308653,0.2539973552253762,-0.06801617045308653,0.06665738228288655,0.1429992027755643
2019-06-30,0.056633024965082455,2941.8,0.06665738228288655,0.06665738228288655,0.056633024965082455,0.06665738228288655,0.013035880794329808,0.11737839543794487
2019-07-31,-0.5905242337915836,2980.4,0.013035880794329808,0.013035880794329808,-0.5905242337915836,0.013035880794329808,-0.018250349948296846,0.08207469740754506
2019-08-31,0.0752665074958083,2926.5,-0.018250349948296846,-0.018250349948296846,0.0752665074958083,-0.018250349948296846,0.01700813461674658,0.23208500735457036
2019-09-30,0.32512623527423207,2976.7,0.01700813461674658,0.01700813461674658,0.32512623527423207,0.01700813461674658,0.020252425569570267,0.0860451169278951
2019-10-31,-0.23497412658235692,3037.6,0.020252425569570267,0.020252425569570267,-0.23497412658235692,0.020252425569570267,0.03347349062105395,0.10726539847122926
2019-11-30,0.18748488969408614,3141.0,0.03347349062105395,0.03347349062105395,0.18748488969408614,0.03347349062105395,0.028188564029494777,0.058265246369673146
2019-12-31,0.04720553355797881,3230.8,0.028188564029494777,0.028188564029494777,0.04720553355797881,0.028188564029494777,-0.0016418075958449215,0.07641984188442098
2020-01-31,0.10745213917302164,3225.5,-0.0016418075958449215,-0.0016418075958449215,0.10745213917302164,-0.0016418075958449215,-0.08786009036579703,0.11916235112878003
2020-02-29,-0.23610032946213375,2954.2,-0.08786009036579703,-0.08786009036579703,-0.23610032946213375,-0.08786009036579703,-0.13365712951540842,0.24487200271902096
2020-03-31,-0.01855617379846397,2584.6,-0.13365712951540842,-0.13365712951540842,-0.01855617379846397,-0.13365712951540842,0.11940672642946513,0.9471265499697425
2020-04-30,-0.08132489188856992,2912.4,0.11940672642946513,0.11940672642946513,-0.08132489188856992,0.11940672642946513,0.04429350613835011,0.4094669213237693
2020-05-31,-0.1608135031533941,3044.3,0.04429350613835011,0.04429350613835011,-0.1608135031533941,0.04429350613835011,0.018227891325559766,0.22699159632240062
2020-06-30,0.3172524604500775,3100.3,0.018227891325559766,0.018227891325559766,0.3172524604500775,0.018227891325559766,0.0536274387772278,0.305228117659381
2020-07-31,-0.22415317698749515,3271.1,0.0536274387772278,0.0536274387772278,-0.22415317698749515,0.0536274387772278,0.0677223593282662,0.1356994711649154
2020-08-31,-0.14390050844903388,3500.3,0.0677223593282662,0.0677223593282662,-0.14390050844903388,0.0677223593282662,-0.04001524634969026,0.08089054760945759
2020-09-30,0.15533500715977316,3363.0,-0.04001524634969026,-0.04001524634969026,0.15533500715977316,-0.04001524634969026,-0.028043447848970497,0.2484118430042287
2020-10-31,0.03404718955379049,3270.0,-0.028043447848970497,-0.028043447848970497,0.03404718955379049,-0.028043447848970497,0.10212593223044968,0.21372822774951164
2020-11-30,0.17887801721273222,3621.6,0.10212593223044968,0.10212593223044968,0.17887801721273222,0.10212593223044968,0.03646526792014802,0.16735319010272015
2020-12-31,-0.4155250966663103,3756.1,0.03646526792014802,0.03646526792014802,-0.4155250966663103,0.03646526792014802,-0.011217873282944353,0.08074476149215344
2021-01-31,0.347035477409217,3714.2,-0.011217873282944353,-0.011217873282944353,0.347035477409217,-0.011217873282944353,0.025780788402028427,0.1642347467360798
2021-02-28,-0.09497897506934605,3811.2,0.025780788402028427,0.025780788402028427,-0.09497897506934605,0.025780788402028427,0.041552206440047416,0.15752685971523922
2021-03-31,0.2952896164462939,3972.9,0.041552206440047416,0.041552206440047416,0.2952896164462939,0.041552206440047416,0.05110198005752374,0.15059601072002265
2021-04-30,0.045298092260434235,4181.2,0.05110198005752374,0.05110198005752374,0.045298092260434235,0.05110198005752374,0.005461952925034727,0.10809959269109654
2021-05-31,0.08355286471294061,4204.1,0.005461952925034727,0.005461952925034727,0.08355286471294061,0.005461952925034727,0.02197321867341756,0.13994063684388078
2021-06-30,0.030482576114262507,4297.5,0.02197321867341756,0.02197321867341756,0.030482576114262507,0.02197321867341756,0.02250232991837285,0.08565076335324022
2021-07-31,-0.29387265682638747,4395.3,0.02250232991837285,0.02250232991837285,-0.29387265682638747,0.02250232991837285,0.028573372444055948,0.11762164048837603
2021-08-31,-0.18732216690492176,4522.7,0.028573372444055948,0.028573372444055948,-0.18732216690492176,0.028573372444055948,-0.04875147121734837,0.08346483917289495
2021-09-30,0.19113606326631424,4307.5,-0.04875147121734837,-0.04875147121734837,0.19113606326631424,-0.04875147121734837,0.0668718386214342,0.1277174781004125
2021-10-31,0.3147809102567986,4605.4,0.0668718386214342,0.0668718386214342,0.3147809102567986,0.0668718386214342,-0.008372993838519926,0.10825313105888477
2021-11-30,0.22447293540043367,4567.0,-0.008372993838519926,-0.008372993838519926,0.22447293540043367,-0.008372993838519926,0.04269280750426472,0.12997927487808386
2021-12-31,-0.056182556133059926,4766.2,0.04269280750426472,0.04269280750426472,-0.056182556133059926,0.04269280750426472,-0.05401127330187164,0.1671064780888175
2022-01-31,-0.29769838925158676,4515.6,-0.05401127330187164,-0.05401127330187164,-0.29769838925158676,-0.05401127330187164,-0.031873863665888465,0.1824535747141719
2022-02-28,0.24747144748109662,4373.94,-0.031873863665888465,-0.031873863665888465,0.24747144748109662,-0.031873863665888465,0.035148238386268404,0.24135721961842543
2022-03-31,-0.23012008431529624,4530.41,0.035148238386268404,0.035148238386268404,-0.23012008431529624,0.035148238386268404,-0.09206783296043518,0.22726430713934878
2022-04-30,0.25087461463709265,4131.93,-0.09206783296043518,-0.09206783296043518,0.25087461463709265,-0.09206783296043518,5.3242466203463356e-05,0.24354895071040653
2022-05-31,0.02745625979520795,4132.15,5.3242466203463356e-05,5.3242466203463356e-05,0.02745625979520795,5.3242466203463356e-05,-0.0876515744801734,0.3142534404448823
2022-06-30,0.24373206762596164,3785.38,-0.0876515744801734,-0.0876515744801734,0.24373206762596164,-0.0876515744801734,0.08720134427422459,0.2955955029859707
2022-07-31,-0.3369407142738425,4130.29,0.08720134427422459,0.08720134427422459,-0.3369407142738425,0.08720134427422459,-0.04336702120583717,0.19189695468169907
2022-08-31,0.06180014929059998,3955.0,-0.04336702120583717,-0.04336702120583717,0.06180014929059998,-0.04336702120583717,-0.09804919930362435,0.2031376714755387
2022-09-30,0.2158792703429665,3585.62,-0.09804919930362435,-0.09804919930362435,0.2158792703429665,-0.09804919930362435,0.07683460219574133,0.23998521728348712
2022-10-31,0.045527195151399,3871.98,0.07683460219574133,0.07683460219574133,0.045527195151399,0.07683460219574133,0.052357944725214406,0.2783149564062947
2022-11-30,-0.34225256908878654,4080.11,0.052357944725214406,0.052357944725214406,-0.34225256908878654,0.052357944725214406,-0.060781799048487496,0.2759840973203377
2022-12-31,-0.009317165658526652,3839.5,-0.060781799048487496,-0.060781799048487496,-0.009317165658526652,-0.060781799048487496,0.05992115787903165,0.17908871545118374
2023-01-31,0.1187950564681377,4076.6,0.05992115787903165,0.05992115787903165,0.1187950564681377,0.05992115787903165,-0.02645943030685264,0.16331954223739997
2023-02-28,0.06503928073523335,3970.15,-0.02645943030685264,-0.02645943030685264,0.06503928073523335,-0.02645943030685264,0.03445125384186044,0.16265792036321514
2023-03-31,-0.06883874428862802,4109.31,0.03445125384186044,0.03445125384186044,-0.06883874428862802,0.03445125384186044,0.014536196592679839,0.18642839579845272
2023-04-30,0.38194084005245754,4169.48,0.014536196592679839,0.014536196592679839,0.38194084005245754,0.014536196592679839,0.002479248057984054,0.1231755118888888
2023-05-31,0.20013186181762924,4179.83,0.002479248057984054,0.002479248057984054,0.20013186181762924,0.002479248057984054,0.06271890993761445,0.13099531341726045
2023-06-30,0.06225938795286915,4450.38,0.06271890993761445,0.06271890993761445,0.06225938795286915,0.06271890993761445,0.030663933087959953,0.1074814602294885
2023-07-31,-0.19948195799708734,4588.96,0.030663933087959953,0.030663933087959953,-0.19948195799708734,0.030663933087959953,-0.01787524701848843,0.08671537188233094
2023-08-31,0.09338932122009075,4507.66,-0.01787524701848843,-0.01787524701848843,0.09338932122009075,-0.01787524701848843,-0.04994608771197091,0.11970130938064714
2023-09-30,-0.18435372476412856,4288.05,-0.04994608771197091,-0.04994608771197091,-0.18435372476412856,-0.04994608771197091,-0.02222483997777142,0.10701372689109544
2023-10-31,0.013727920645420192,4193.8,-0.02222483997777142,-0.02222483997777142,0.013727920645420192,-0.02222483997777142,0.08542444438757674,0.14467046167260608
2023-11-30,0.27355414454122073,4567.8,0.08542444438757674,0.08542444438757674,0.27355414454122073,0.08542444438757674,0.04327897629406807,0.11082064937320635
2023-12-31,0.03483881775585983,4769.83,0.04327897629406807,0.04327897629406807,0.03483881775585983,0.04327897629406807,0.01577073041880103,0.09420753117101972
2024-01-31,-0.39964715821357055,4845.65,0.01577073041880103,0.01577073041880103,-0.39964715821357055,0.01577073041880103,0.05042750432692709,0.11036961179268617
2024-02-29,0.29390473896855285,5096.27,0.05042750432692709,0.05042750432692709,0.29390473896855285,0.05042750432692709,0.030547405358412088,0.1352366956347024
2024-03-31,0.2725028188487402,5254.35,0.030547405358412088,0.030547405358412088,0.2725028188487402,0.030547405358412088,-0.04250574745999363,0.09688222436456868
2024-04-30,0.0933958842525695,5035.69,-0.04250574745999363,-0.04250574745999363,0.0933958842525695,-0.04250574745999363,0.046903838078814306,0.1367099836200181
2024-05-31,0.1015616970910192,5277.51,0.046903838078814306,0.046903838078814306,0.1015616970910192,0.046903838078814306,0.03408230240557078,0.09329024690396776
2024-06-30,-0.1563313401055578,5460.48,0.03408230240557078,0.03408230240557078,-0.1563313401055578,0.03408230240557078,0.011257742193535576,0.07019073450551822
2024-07-31,-0.046518359629953,5522.3,0.011257742193535576,0.011257742193535576,-0.046518359629953,0.011257742193535576,0.022577879038739614,0.1483182587983207
2024-08-31,-0.06958244535740138,5648.4,0.022577879038739614,0.022577879038739614,-0.06958244535740138,0.022577879038739614,0.01999561838794891,0.19258513371807906
2024-09-30,-0.17511026624796305,5762.48,0.01999561838794891,0.01999561838794891,-0.17511026624796305,0.01999561838794891,-0.009946079220551969,0.13885284188270358
2024-10-31,-0.05762131094774589,5705.45,-0.009946079220551969,-0.009946079220551969,-0.05762131094774589,-0.009946079220551969,0.055719767688528744,0.11118988273882659
2024-11-30,0.16890357543787587,6032.38,0.055719767688528744,0.055719767688528744,0.16890357543787587,0.055719767688528744,-0.025307691689834075,0.13911221222691736
2024-12-31,-0.04522425625354385,5881.63,-0.025307691689834075,-0.025307691689834075,-0.04522425625354385,-0.025307691689834075,0.026657822062382253,0.1436920916568163
2025-01-31,0.3453685434066908,6040.53,0.026657822062382253,0.026657822062382253,0.3453685434066908,0.026657822062382253,-0.014344520215520212,0.138237806334085
2025-02-28,-0.20327032480104953,5954.5,-0.014344520215520212,-0.014344520215520212,-0.20327032480104953,-0.014344520215520212,-0.05926680278196916,0.12844658261463243
2025-03-31,0.21291009376846767,5611.85,-0.05926680278196916,-0.05926680278196916,0.21291009376846767,-0.05926680278196916,-0.007654154967354604,0.20677913813368165
2025-04-30,0.20054318789515466,5569.06,-0.007654154967354604,-0.007654154967354604,0.20054318789515466,-0.007654154967354604,0.059705468070558924,0.48829431834466747
2025-05-31,-0.5979198147202642,5911.69,0.059705468070558924,0.059705468070558924,-0.5979198147202642,0.059705468070558924,0.048415614059228305,0.165190261971954
2025-06-30,-0.08538331032935628,6204.95,0.048415614059228305,0.048415614059228305,-0.08538331032935628,0.048415614059228305,0.021435188702803743,0.09703457113234967
2025-07-31,-0.46670548630836156,6339.39,0.021435188702803743,0.021435188702803743,-0.46670548630836156,0.021435188702803743,0.0188870153534324,0.06590585609541363
2025-08-31,-0.02989191790318735,6460.26,0.0188870153534324,0.0188870153534324,-0.02989191790318735,0.0188870153534324,0.03471408865886453,0.11893305692946378
2025-09-30,0.3922905144017551,6688.46,0.03471408865886453,0.03471408865886453,0.3922905144017551,0.03471408865886453,0.027141377582406524,0.07104853347387237
2025-10-31,0.36634575395267127,6872.48,0.027141377582406524,0.027141377582406524,0.36634575395267127,0.027141377582406524,,0.13849584652961727
